Period,Provider Org Name,WaitCategory,Patients
2025-04-01,SHIRLEY OAKS HOSPITAL,18-52 Weeks,84.0
2025-04-01,SHIRLEY OAKS HOSPITAL,52+ Weeks,4.0
2025-04-01,SHIRLEY OAKS HOSPITAL,Other,2322.0
2025-04-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0-18 Weeks,3208.0
2025-04-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,18-52 Weeks,1092.0
2025-04-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,52+ Weeks,72.0
2025-04-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Other,18850.0
2025-04-01,SIRONA CARE & HEALTH,0-18 Weeks,2970.0
2025-04-01,SIRONA CARE & HEALTH,18-52 Weeks,1150.0
2025-04-01,SIRONA CARE & HEALTH,52+ Weeks,0.0
2025-04-01,SIRONA CARE & HEALTH,Other,14504.0
2025-04-01,SLOANE HOSPITAL,0-18 Weeks,382.0
2025-04-01,SLOANE HOSPITAL,18-52 Weeks,66.0
2025-04-01,SLOANE HOSPITAL,52+ Weeks,0.0
2025-04-01,SLOANE HOSPITAL,Other,1926.0
2025-04-01,SOMERSET NHS FOUNDATION TRUST,0-18 Weeks,25838.0
2025-04-01,SOMERSET NHS FOUNDATION TRUST,18-52 Weeks,6312.0
2025-04-01,SOMERSET NHS FOUNDATION TRUST,52+ Weeks,774.0
2025-04-01,SOMERSET NHS FOUNDATION TRUST,Other,128652.0
2025-04-01,SOMERSET SURGICAL SERVICES HQ,0-18 Weeks,712.0
2025-04-01,SOMERSET SURGICAL SERVICES HQ,18-52 Weeks,68.0
2025-04-01,SOMERSET SURGICAL SERVICES HQ,52+ Weeks,2.0
2025-04-01,SOMERSET SURGICAL SERVICES HQ,Other,3184.0
2025-04-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,26974.0
2025-04-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,6400.0
2025-04-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,640.0
2025-04-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Other,124860.0
2025-04-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,0-18 Weeks,36288.0
2025-04-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,18-52 Weeks,6464.0
2025-04-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,52+ Weeks,22.0
2025-04-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Other,124076.0
2025-04-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,0-18 Weeks,14138.0
2025-04-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,18-52 Weeks,3182.0
2025-04-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,52+ Weeks,282.0
2025-04-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,Other,66646.0
2025-04-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0-18 Weeks,3900.0
2025-04-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,18-52 Weeks,154.0
2025-04-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-04-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Other,8444.0
2025-04-01,SOUTHEND PRIVATE HOSPITAL,0-18 Weeks,812.0
2025-04-01,SOUTHEND PRIVATE HOSPITAL,18-52 Weeks,166.0
2025-04-01,SOUTHEND PRIVATE HOSPITAL,52+ Weeks,2.0
2025-04-01,SOUTHEND PRIVATE HOSPITAL,Other,3458.0
2025-04-01,SPAMEDICA BEDFORD,0-18 Weeks,562.0
2025-04-01,SPAMEDICA BEDFORD,18-52 Weeks,6.0
2025-04-01,SPAMEDICA BEDFORD,52+ Weeks,0.0
2025-04-01,SPAMEDICA BEDFORD,Other,496.0
2025-04-01,SPAMEDICA BEXHILL,0-18 Weeks,604.0
2025-04-01,SPAMEDICA BEXHILL,18-52 Weeks,2.0
2025-04-01,SPAMEDICA BEXHILL,52+ Weeks,0.0
2025-04-01,SPAMEDICA BEXHILL,Other,482.0
2025-04-01,SPAMEDICA BIRMINGHAM,0-18 Weeks,1010.0
2025-04-01,SPAMEDICA BIRMINGHAM,18-52 Weeks,10.0
2025-04-01,SPAMEDICA BIRMINGHAM,52+ Weeks,0.0
2025-04-01,SPAMEDICA BIRMINGHAM,Other,858.0
2025-04-01,SPAMEDICA BLACKPOOL,0-18 Weeks,322.0
2025-04-01,SPAMEDICA BLACKPOOL,18-52 Weeks,8.0
2025-04-01,SPAMEDICA BLACKPOOL,52+ Weeks,0.0
2025-04-01,SPAMEDICA BLACKPOOL,Other,474.0
2025-04-01,SPAMEDICA BOLTON,0-18 Weeks,1048.0
2025-04-01,SPAMEDICA BOLTON,18-52 Weeks,8.0
2025-04-01,SPAMEDICA BOLTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA BOLTON,Other,636.0
2025-04-01,SPAMEDICA BRADFORD,0-18 Weeks,606.0
2025-04-01,SPAMEDICA BRADFORD,18-52 Weeks,10.0
2025-04-01,SPAMEDICA BRADFORD,52+ Weeks,0.0
2025-04-01,SPAMEDICA BRADFORD,Other,636.0
2025-04-01,SPAMEDICA BRIGHTON,0-18 Weeks,738.0
2025-04-01,SPAMEDICA BRIGHTON,18-52 Weeks,18.0
2025-04-01,SPAMEDICA BRIGHTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA BRIGHTON,Other,872.0
2025-04-01,SPAMEDICA BRISTOL,0-18 Weeks,204.0
2025-04-01,SPAMEDICA BRISTOL,18-52 Weeks,6.0
2025-04-01,SPAMEDICA BRISTOL,52+ Weeks,0.0
2025-04-01,SPAMEDICA BRISTOL,Other,304.0
2025-04-01,SPAMEDICA BROMLEY,0-18 Weeks,970.0
2025-04-01,SPAMEDICA BROMLEY,18-52 Weeks,26.0
2025-04-01,SPAMEDICA BROMLEY,52+ Weeks,0.0
2025-04-01,SPAMEDICA BROMLEY,Other,1166.0
2025-04-01,SPAMEDICA CAMBRIDGE,0-18 Weeks,192.0
2025-04-01,SPAMEDICA CAMBRIDGE,18-52 Weeks,0.0
2025-04-01,SPAMEDICA CAMBRIDGE,52+ Weeks,0.0
2025-04-01,SPAMEDICA CAMBRIDGE,Other,246.0
2025-04-01,SPAMEDICA CARLISLE,0-18 Weeks,568.0
2025-04-01,SPAMEDICA CARLISLE,18-52 Weeks,2.0
2025-04-01,SPAMEDICA CARLISLE,52+ Weeks,0.0
2025-04-01,SPAMEDICA CARLISLE,Other,394.0
2025-04-01,SPAMEDICA CHELMSFORD,0-18 Weeks,970.0
2025-04-01,SPAMEDICA CHELMSFORD,18-52 Weeks,8.0
2025-04-01,SPAMEDICA CHELMSFORD,52+ Weeks,0.0
2025-04-01,SPAMEDICA CHELMSFORD,Other,578.0
2025-04-01,SPAMEDICA CHESTER,0-18 Weeks,322.0
2025-04-01,SPAMEDICA CHESTER,18-52 Weeks,8.0
2025-04-01,SPAMEDICA CHESTER,52+ Weeks,0.0
2025-04-01,SPAMEDICA CHESTER,Other,318.0
2025-04-01,SPAMEDICA CHESTERFIELD,0-18 Weeks,264.0
2025-04-01,SPAMEDICA CHESTERFIELD,18-52 Weeks,6.0
2025-04-01,SPAMEDICA CHESTERFIELD,52+ Weeks,0.0
2025-04-01,SPAMEDICA CHESTERFIELD,Other,236.0
2025-04-01,SPAMEDICA COLCHESTER,0-18 Weeks,348.0
2025-04-01,SPAMEDICA COLCHESTER,18-52 Weeks,8.0
2025-04-01,SPAMEDICA COLCHESTER,52+ Weeks,0.0
2025-04-01,SPAMEDICA COLCHESTER,Other,436.0
2025-04-01,SPAMEDICA COVENTRY,0-18 Weeks,658.0
2025-04-01,SPAMEDICA COVENTRY,18-52 Weeks,4.0
2025-04-01,SPAMEDICA COVENTRY,52+ Weeks,0.0
2025-04-01,SPAMEDICA COVENTRY,Other,710.0
2025-04-01,SPAMEDICA DALSTON,0-18 Weeks,658.0
2025-04-01,SPAMEDICA DALSTON,18-52 Weeks,14.0
2025-04-01,SPAMEDICA DALSTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA DALSTON,Other,666.0
2025-04-01,SPAMEDICA DERBY,0-18 Weeks,712.0
2025-04-01,SPAMEDICA DERBY,18-52 Weeks,16.0
2025-04-01,SPAMEDICA DERBY,52+ Weeks,0.0
2025-04-01,SPAMEDICA DERBY,Other,524.0
2025-04-01,SPAMEDICA DONCASTER,0-18 Weeks,422.0
2025-04-01,SPAMEDICA DONCASTER,18-52 Weeks,0.0
2025-04-01,SPAMEDICA DONCASTER,52+ Weeks,0.0
2025-04-01,SPAMEDICA DONCASTER,Other,398.0
2025-04-01,SPAMEDICA EPSOM,0-18 Weeks,748.0
2025-04-01,SPAMEDICA EPSOM,18-52 Weeks,6.0
2025-04-01,SPAMEDICA EPSOM,52+ Weeks,0.0
2025-04-01,SPAMEDICA EPSOM,Other,796.0
2025-04-01,SPAMEDICA EXETER,0-18 Weeks,504.0
2025-04-01,SPAMEDICA EXETER,18-52 Weeks,6.0
2025-04-01,SPAMEDICA EXETER,52+ Weeks,0.0
2025-04-01,SPAMEDICA EXETER,Other,528.0
2025-04-01,SPAMEDICA EYE HOSPITAL (WAKEFIELD),0-18 Weeks,1216.0
2025-04-01,SPAMEDICA EYE HOSPITAL (WAKEFIELD),18-52 Weeks,14.0
2025-04-01,SPAMEDICA EYE HOSPITAL (WAKEFIELD),52+ Weeks,2.0
2025-04-01,SPAMEDICA EYE HOSPITAL (WAKEFIELD),Other,604.0
2025-04-01,SPAMEDICA GATESHEAD,0-18 Weeks,682.0
2025-04-01,SPAMEDICA GATESHEAD,18-52 Weeks,0.0
2025-04-01,SPAMEDICA GATESHEAD,52+ Weeks,0.0
2025-04-01,SPAMEDICA GATESHEAD,Other,428.0
2025-04-01,SPAMEDICA GLOUCESTER,0-18 Weeks,188.0
2025-04-01,SPAMEDICA GLOUCESTER,18-52 Weeks,4.0
2025-04-01,SPAMEDICA GLOUCESTER,52+ Weeks,0.0
2025-04-01,SPAMEDICA GLOUCESTER,Other,312.0
2025-04-01,SPAMEDICA HAYDOCK,0-18 Weeks,778.0
2025-04-01,SPAMEDICA HAYDOCK,18-52 Weeks,0.0
2025-04-01,SPAMEDICA HAYDOCK,52+ Weeks,0.0
2025-04-01,SPAMEDICA HAYDOCK,Other,608.0
2025-04-01,SPAMEDICA HEREFORD DIAGNOSTIC AND TREATMENT CENTRE,0-18 Weeks,34.0
2025-04-01,SPAMEDICA HEREFORD DIAGNOSTIC AND TREATMENT CENTRE,18-52 Weeks,0.0
2025-04-01,SPAMEDICA HEREFORD DIAGNOSTIC AND TREATMENT CENTRE,52+ Weeks,0.0
2025-04-01,SPAMEDICA HEREFORD DIAGNOSTIC AND TREATMENT CENTRE,Other,0.0
2025-04-01,SPAMEDICA HULL,0-18 Weeks,836.0
2025-04-01,SPAMEDICA HULL,18-52 Weeks,6.0
2025-04-01,SPAMEDICA HULL,52+ Weeks,0.0
2025-04-01,SPAMEDICA HULL,Other,848.0
2025-04-01,SPAMEDICA ISLE OF WIGHT COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,0-18 Weeks,68.0
2025-04-01,SPAMEDICA ISLE OF WIGHT COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,18-52 Weeks,0.0
2025-04-01,SPAMEDICA ISLE OF WIGHT COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,52+ Weeks,0.0
2025-04-01,SPAMEDICA ISLE OF WIGHT COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,Other,104.0
2025-04-01,SPAMEDICA KENDAL,0-18 Weeks,752.0
2025-04-01,SPAMEDICA KENDAL,18-52 Weeks,6.0
2025-04-01,SPAMEDICA KENDAL,52+ Weeks,0.0
2025-04-01,SPAMEDICA KENDAL,Other,626.0
2025-04-01,SPAMEDICA LEEDS,0-18 Weeks,384.0
2025-04-01,SPAMEDICA LEEDS,18-52 Weeks,14.0
2025-04-01,SPAMEDICA LEEDS,52+ Weeks,0.0
2025-04-01,SPAMEDICA LEEDS,Other,302.0
2025-04-01,SPAMEDICA LEICESTER,0-18 Weeks,326.0
2025-04-01,SPAMEDICA LEICESTER,18-52 Weeks,4.0
2025-04-01,SPAMEDICA LEICESTER,52+ Weeks,0.0
2025-04-01,SPAMEDICA LEICESTER,Other,252.0
2025-04-01,SPAMEDICA LIVERPOOL,0-18 Weeks,1084.0
2025-04-01,SPAMEDICA LIVERPOOL,18-52 Weeks,8.0
2025-04-01,SPAMEDICA LIVERPOOL,52+ Weeks,0.0
2025-04-01,SPAMEDICA LIVERPOOL,Other,866.0
2025-04-01,SPAMEDICA LUTON,0-18 Weeks,422.0
2025-04-01,SPAMEDICA LUTON,18-52 Weeks,2.0
2025-04-01,SPAMEDICA LUTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA LUTON,Other,470.0
2025-04-01,SPAMEDICA MANCHESTER,0-18 Weeks,554.0
2025-04-01,SPAMEDICA MANCHESTER,18-52 Weeks,4.0
2025-04-01,SPAMEDICA MANCHESTER,52+ Weeks,0.0
2025-04-01,SPAMEDICA MANCHESTER,Other,432.0
2025-04-01,SPAMEDICA NEWARK,0-18 Weeks,564.0
2025-04-01,SPAMEDICA NEWARK,18-52 Weeks,4.0
2025-04-01,SPAMEDICA NEWARK,52+ Weeks,0.0
2025-04-01,SPAMEDICA NEWARK,Other,796.0
2025-04-01,SPAMEDICA NEWCASTLE-UNDER-LYME,0-18 Weeks,780.0
2025-04-01,SPAMEDICA NEWCASTLE-UNDER-LYME,18-52 Weeks,4.0
2025-04-01,SPAMEDICA NEWCASTLE-UNDER-LYME,52+ Weeks,0.0
2025-04-01,SPAMEDICA NEWCASTLE-UNDER-LYME,Other,660.0
2025-04-01,SPAMEDICA NORTH TYNESIDE,0-18 Weeks,350.0
2025-04-01,SPAMEDICA NORTH TYNESIDE,18-52 Weeks,0.0
2025-04-01,SPAMEDICA NORTH TYNESIDE,52+ Weeks,0.0
2025-04-01,SPAMEDICA NORTH TYNESIDE,Other,314.0
2025-04-01,SPAMEDICA NORWICH,0-18 Weeks,394.0
2025-04-01,SPAMEDICA NORWICH,18-52 Weeks,4.0
2025-04-01,SPAMEDICA NORWICH,52+ Weeks,0.0
2025-04-01,SPAMEDICA NORWICH,Other,396.0
2025-04-01,SPAMEDICA OLDHAM,0-18 Weeks,994.0
2025-04-01,SPAMEDICA OLDHAM,18-52 Weeks,6.0
2025-04-01,SPAMEDICA OLDHAM,52+ Weeks,0.0
2025-04-01,SPAMEDICA OLDHAM,Other,720.0
2025-04-01,SPAMEDICA OXFORD,0-18 Weeks,324.0
2025-04-01,SPAMEDICA OXFORD,18-52 Weeks,2.0
2025-04-01,SPAMEDICA OXFORD,52+ Weeks,0.0
2025-04-01,SPAMEDICA OXFORD,Other,374.0
2025-04-01,SPAMEDICA PETERBOROUGH,0-18 Weeks,528.0
2025-04-01,SPAMEDICA PETERBOROUGH,18-52 Weeks,4.0
2025-04-01,SPAMEDICA PETERBOROUGH,52+ Weeks,0.0
2025-04-01,SPAMEDICA PETERBOROUGH,Other,516.0
2025-04-01,SPAMEDICA POOLE,0-18 Weeks,1328.0
2025-04-01,SPAMEDICA POOLE,18-52 Weeks,8.0
2025-04-01,SPAMEDICA POOLE,52+ Weeks,0.0
2025-04-01,SPAMEDICA POOLE,Other,942.0
2025-04-01,SPAMEDICA PORTSMOUTH,0-18 Weeks,204.0
2025-04-01,SPAMEDICA PORTSMOUTH,18-52 Weeks,4.0
2025-04-01,SPAMEDICA PORTSMOUTH,52+ Weeks,0.0
2025-04-01,SPAMEDICA PORTSMOUTH,Other,174.0
2025-04-01,SPAMEDICA PRESTON,0-18 Weeks,592.0
2025-04-01,SPAMEDICA PRESTON,18-52 Weeks,2.0
2025-04-01,SPAMEDICA PRESTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA PRESTON,Other,468.0
2025-04-01,SPAMEDICA ROMFORD,0-18 Weeks,770.0
2025-04-01,SPAMEDICA ROMFORD,18-52 Weeks,24.0
2025-04-01,SPAMEDICA ROMFORD,52+ Weeks,0.0
2025-04-01,SPAMEDICA ROMFORD,Other,852.0
2025-04-01,SPAMEDICA SALE,0-18 Weeks,200.0
2025-04-01,SPAMEDICA SALE,18-52 Weeks,2.0
2025-04-01,SPAMEDICA SALE,52+ Weeks,0.0
2025-04-01,SPAMEDICA SALE,Other,200.0
2025-04-01,SPAMEDICA SHEFFIELD,0-18 Weeks,668.0
2025-04-01,SPAMEDICA SHEFFIELD,18-52 Weeks,0.0
2025-04-01,SPAMEDICA SHEFFIELD,52+ Weeks,0.0
2025-04-01,SPAMEDICA SHEFFIELD,Other,446.0
2025-04-01,SPAMEDICA SITTINGBOURNE,0-18 Weeks,382.0
2025-04-01,SPAMEDICA SITTINGBOURNE,18-52 Weeks,10.0
2025-04-01,SPAMEDICA SITTINGBOURNE,52+ Weeks,0.0
2025-04-01,SPAMEDICA SITTINGBOURNE,Other,546.0
2025-04-01,SPAMEDICA SKELMERSDALE,0-18 Weeks,270.0
2025-04-01,SPAMEDICA SKELMERSDALE,18-52 Weeks,6.0
2025-04-01,SPAMEDICA SKELMERSDALE,52+ Weeks,0.0
2025-04-01,SPAMEDICA SKELMERSDALE,Other,508.0
2025-04-01,SPAMEDICA SOLIHULL,0-18 Weeks,458.0
2025-04-01,SPAMEDICA SOLIHULL,18-52 Weeks,2.0
2025-04-01,SPAMEDICA SOLIHULL,52+ Weeks,0.0
2025-04-01,SPAMEDICA SOLIHULL,Other,576.0
2025-04-01,SPAMEDICA SOUTHAMPTON,0-18 Weeks,668.0
2025-04-01,SPAMEDICA SOUTHAMPTON,18-52 Weeks,2.0
2025-04-01,SPAMEDICA SOUTHAMPTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA SOUTHAMPTON,Other,970.0
2025-04-01,SPAMEDICA STOCKTON-ON-TEES,0-18 Weeks,440.0
2025-04-01,SPAMEDICA STOCKTON-ON-TEES,18-52 Weeks,2.0
2025-04-01,SPAMEDICA STOCKTON-ON-TEES,52+ Weeks,0.0
2025-04-01,SPAMEDICA STOCKTON-ON-TEES,Other,576.0
2025-04-01,SPAMEDICA SWINDON,0-18 Weeks,134.0
2025-04-01,SPAMEDICA SWINDON,18-52 Weeks,0.0
2025-04-01,SPAMEDICA SWINDON,52+ Weeks,0.0
2025-04-01,SPAMEDICA SWINDON,Other,270.0
2025-04-01,SPAMEDICA TAUNTON,0-18 Weeks,656.0
2025-04-01,SPAMEDICA TAUNTON,18-52 Weeks,10.0
2025-04-01,SPAMEDICA TAUNTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA TAUNTON,Other,950.0
2025-04-01,SPAMEDICA TELFORD,0-18 Weeks,262.0
2025-04-01,SPAMEDICA TELFORD,18-52 Weeks,0.0
2025-04-01,SPAMEDICA TELFORD,52+ Weeks,0.0
2025-04-01,SPAMEDICA TELFORD,Other,408.0
2025-04-01,SPAMEDICA TRURO,0-18 Weeks,360.0
2025-04-01,SPAMEDICA TRURO,18-52 Weeks,12.0
2025-04-01,SPAMEDICA TRURO,52+ Weeks,0.0
2025-04-01,SPAMEDICA TRURO,Other,684.0
2025-04-01,SPAMEDICA WATFORD,0-18 Weeks,394.0
2025-04-01,SPAMEDICA WATFORD,18-52 Weeks,16.0
2025-04-01,SPAMEDICA WATFORD,52+ Weeks,0.0
2025-04-01,SPAMEDICA WATFORD,Other,492.0
2025-04-01,SPAMEDICA WEMBLEY,0-18 Weeks,44.0
2025-04-01,SPAMEDICA WEMBLEY,18-52 Weeks,0.0
2025-04-01,SPAMEDICA WEMBLEY,52+ Weeks,0.0
2025-04-01,SPAMEDICA WEMBLEY,Other,12.0
2025-04-01,SPAMEDICA WIDNES,0-18 Weeks,514.0
2025-04-01,SPAMEDICA WIDNES,18-52 Weeks,2.0
2025-04-01,SPAMEDICA WIDNES,52+ Weeks,0.0
2025-04-01,SPAMEDICA WIDNES,Other,290.0
2025-04-01,SPAMEDICA WIRRAL,0-18 Weeks,810.0
2025-04-01,SPAMEDICA WIRRAL,18-52 Weeks,20.0
2025-04-01,SPAMEDICA WIRRAL,52+ Weeks,0.0
2025-04-01,SPAMEDICA WIRRAL,Other,492.0
2025-04-01,SPAMEDICA WOKINGHAM,0-18 Weeks,476.0
2025-04-01,SPAMEDICA WOKINGHAM,18-52 Weeks,6.0
2025-04-01,SPAMEDICA WOKINGHAM,52+ Weeks,0.0
2025-04-01,SPAMEDICA WOKINGHAM,Other,438.0
2025-04-01,SPAMEDICA WOLVERHAMPTON,0-18 Weeks,894.0
2025-04-01,SPAMEDICA WOLVERHAMPTON,18-52 Weeks,10.0
2025-04-01,SPAMEDICA WOLVERHAMPTON,52+ Weeks,0.0
2025-04-01,SPAMEDICA WOLVERHAMPTON,Other,752.0
2025-04-01,SPAMEDICA WORCESTER,0-18 Weeks,300.0
2025-04-01,SPAMEDICA WORCESTER,18-52 Weeks,2.0
2025-04-01,SPAMEDICA WORCESTER,52+ Weeks,0.0
2025-04-01,SPAMEDICA WORCESTER,Other,402.0
2025-04-01,SPENCER PRIVATE HOSPITALS LTD,0-18 Weeks,988.0
2025-04-01,SPENCER PRIVATE HOSPITALS LTD,18-52 Weeks,414.0
2025-04-01,SPENCER PRIVATE HOSPITALS LTD,52+ Weeks,50.0
2025-04-01,SPENCER PRIVATE HOSPITALS LTD,Other,7342.0
2025-04-01,SPIRE ALEXANDRA HOSPITAL,0-18 Weeks,680.0
2025-04-01,SPIRE ALEXANDRA HOSPITAL,18-52 Weeks,62.0
2025-04-01,SPIRE ALEXANDRA HOSPITAL,52+ Weeks,0.0
2025-04-01,SPIRE ALEXANDRA HOSPITAL,Other,3764.0
2025-04-01,SPIRE BRISTOL HOSPITAL,0-18 Weeks,156.0
2025-04-01,SPIRE BRISTOL HOSPITAL,18-52 Weeks,102.0
2025-04-01,SPIRE BRISTOL HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE BRISTOL HOSPITAL,Other,2188.0
2025-04-01,SPIRE BUSHEY HOSPITAL,0-18 Weeks,504.0
2025-04-01,SPIRE BUSHEY HOSPITAL,18-52 Weeks,16.0
2025-04-01,SPIRE BUSHEY HOSPITAL,52+ Weeks,0.0
2025-04-01,SPIRE BUSHEY HOSPITAL,Other,1778.0
2025-04-01,SPIRE CAMBRIDGE LEA HOSPITAL,0-18 Weeks,80.0
2025-04-01,SPIRE CAMBRIDGE LEA HOSPITAL,18-52 Weeks,84.0
2025-04-01,SPIRE CAMBRIDGE LEA HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE CAMBRIDGE LEA HOSPITAL,Other,994.0
2025-04-01,SPIRE CHESHIRE HOSPITAL,0-18 Weeks,346.0
2025-04-01,SPIRE CHESHIRE HOSPITAL,18-52 Weeks,238.0
2025-04-01,SPIRE CHESHIRE HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE CHESHIRE HOSPITAL,Other,3180.0
2025-04-01,SPIRE CLARE PARK HOSPITAL,0-18 Weeks,214.0
2025-04-01,SPIRE CLARE PARK HOSPITAL,18-52 Weeks,34.0
2025-04-01,SPIRE CLARE PARK HOSPITAL,52+ Weeks,0.0
2025-04-01,SPIRE CLARE PARK HOSPITAL,Other,760.0
2025-04-01,SPIRE DUNEDIN HOSPITAL,0-18 Weeks,154.0
2025-04-01,SPIRE DUNEDIN HOSPITAL,18-52 Weeks,42.0
2025-04-01,SPIRE DUNEDIN HOSPITAL,52+ Weeks,6.0
2025-04-01,SPIRE DUNEDIN HOSPITAL,Other,634.0
2025-04-01,SPIRE ELLAND HOSPITAL,0-18 Weeks,648.0
2025-04-01,SPIRE ELLAND HOSPITAL,18-52 Weeks,152.0
2025-04-01,SPIRE ELLAND HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE ELLAND HOSPITAL,Other,3608.0
2025-04-01,SPIRE FYLDE COAST HOSPITAL,0-18 Weeks,1142.0
2025-04-01,SPIRE FYLDE COAST HOSPITAL,18-52 Weeks,402.0
2025-04-01,SPIRE FYLDE COAST HOSPITAL,52+ Weeks,16.0
2025-04-01,SPIRE FYLDE COAST HOSPITAL,Other,8306.0
2025-04-01,SPIRE GATWICK PARK HOSPITAL,0-18 Weeks,374.0
2025-04-01,SPIRE GATWICK PARK HOSPITAL,18-52 Weeks,146.0
2025-04-01,SPIRE GATWICK PARK HOSPITAL,52+ Weeks,14.0
2025-04-01,SPIRE GATWICK PARK HOSPITAL,Other,2748.0
2025-04-01,SPIRE HARPENDEN HOSPITAL,0-18 Weeks,436.0
2025-04-01,SPIRE HARPENDEN HOSPITAL,18-52 Weeks,34.0
2025-04-01,SPIRE HARPENDEN HOSPITAL,52+ Weeks,0.0
2025-04-01,SPIRE HARPENDEN HOSPITAL,Other,1664.0
2025-04-01,SPIRE HARTSWOOD HOSPITAL,0-18 Weeks,362.0
2025-04-01,SPIRE HARTSWOOD HOSPITAL,18-52 Weeks,272.0
2025-04-01,SPIRE HARTSWOOD HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE HARTSWOOD HOSPITAL,Other,3646.0
2025-04-01,SPIRE HULL AND EAST RIDING HOSPITAL,0-18 Weeks,1012.0
2025-04-01,SPIRE HULL AND EAST RIDING HOSPITAL,18-52 Weeks,186.0
2025-04-01,SPIRE HULL AND EAST RIDING HOSPITAL,52+ Weeks,6.0
2025-04-01,SPIRE HULL AND EAST RIDING HOSPITAL,Other,6784.0
2025-04-01,SPIRE LEEDS HOSPITAL,0-18 Weeks,464.0
2025-04-01,SPIRE LEEDS HOSPITAL,18-52 Weeks,116.0
2025-04-01,SPIRE LEEDS HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE LEEDS HOSPITAL,Other,2118.0
2025-04-01,SPIRE LEICESTER HOSPITAL,0-18 Weeks,90.0
2025-04-01,SPIRE LEICESTER HOSPITAL,18-52 Weeks,108.0
2025-04-01,SPIRE LEICESTER HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE LEICESTER HOSPITAL,Other,1538.0
2025-04-01,SPIRE LITTLE ASTON HOSPITAL,0-18 Weeks,558.0
2025-04-01,SPIRE LITTLE ASTON HOSPITAL,18-52 Weeks,204.0
2025-04-01,SPIRE LITTLE ASTON HOSPITAL,52+ Weeks,0.0
2025-04-01,SPIRE LITTLE ASTON HOSPITAL,Other,3930.0
2025-04-01,SPIRE LIVERPOOL HOSPITAL,0-18 Weeks,1536.0
2025-04-01,SPIRE LIVERPOOL HOSPITAL,18-52 Weeks,222.0
2025-04-01,SPIRE LIVERPOOL HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE LIVERPOOL HOSPITAL,Other,7744.0
2025-04-01,SPIRE LONDON EAST,0-18 Weeks,600.0
2025-04-01,SPIRE LONDON EAST,18-52 Weeks,276.0
2025-04-01,SPIRE LONDON EAST,52+ Weeks,6.0
2025-04-01,SPIRE LONDON EAST,Other,6092.0
2025-04-01,SPIRE MANCHESTER HOSPITAL,0-18 Weeks,332.0
2025-04-01,SPIRE MANCHESTER HOSPITAL,18-52 Weeks,114.0
2025-04-01,SPIRE MANCHESTER HOSPITAL,52+ Weeks,2.0
2025-04-01,SPIRE MANCHESTER HOSPITAL,Other,2060.0
2025-04-01,SPIRE METHLEY PARK HOSPITAL,0-18 Weeks,486.0
2025-04-01,SPIRE METHLEY PARK HOSPITAL,18-52 Weeks,152.0
